ARABLE,CMCR,m,XXX,x,BC,o,P3,P2,P2,P4,W,L,L,M0.416,M0.152,M0.295
ARABLE,LVHA,l,XXX,x,LO,o,P3,P2,P1,P5,W,L,L,M0.422,M0.151,M0.322
ARABLE,LVCR,m,XXX,x,LCR,o,P3,P2,P1,P5,W,L,L,M0.422,M0.151,M0.322
NON-ARABLE,LPCA,m,XXX,x,IC,o,P4,P2,P1,P1,W,L,L,M0.439,M0.152,M0.332
ARABLE,RGCA,m,XXX,x,RC,o,P3,P2,P4,P4,W,L,L,M0.46,M0.226,M0.372
NON-ARABLE,P66666,h,P666,i,P666,o,P4,P7,P0,P1,NE,L,L,M0.403,M0.06,M0.07
ARABLE,CMCR,m,XXX,x,BCC,o,P3,P2,P3,P4,W,L,L,M0.416,M0.152,M0.332
ARABLE,LVCR,m,XXX,x,LCR,o,P3,P2,P1,P4,W,L,L,M0.46,M0.226,M0.381
NON-ARABLE,LPCA,m,XXX,x,IC,o,P4,P4,P1,P1,W,L,L,M0.52,M0.28,M0.45
ARABLE,RGCA,m,XXX,x,RC,o,P3,P4,P4,P4,W,L,L,M0.501,M0.29,M0.433
ARABLE,CMCR,m,XXX,x,BCC,o,P3,P4,P3,P4,W,L,L,M0.501,M0.29,M0.43
ARABLE,KSCC,h,XXX,x,KK,o,P3,P4,P3,P4,W,L,L,M0.501,M0.29,M0.418
ARABLE,LVCR,m,XXX,x,LCR,o,P3,P2,P1,P4,W,L,L,M0.46,M0.226,M0.381
ARABLE,LVCR,m,XXX,x,LC,o,P3,P2,P1,P4,W,L,L,M0.46,M0.226,M0.381
NON-ARABLE,LPDY,m,XXX,x,ID,o,P4,P1,P1,P1,EX,L,L,M0.403,M0.06,M0.19
ARABLE,RGDY,m,XXX,x,RD,o,P3,P1,P4,P4,EX,L,L,M0.385,M0.049,M0.145
ARABLE,CMDY,m,XXX,x,BD,o,P3,P1,P3,P4,EX,L,L,M0.385,M0.049,M0.13
ARABLE,CMMO,l,XXX,x,BH,o,P3,P2,P3,P4,W,L,L,M0.403,M0.095,M0.246
ARABLE,LPHA,m,XXX,x,U,o,P3,P1,P1,P4,EX,L,L,M0.385,M0.049,M0.145
ARABLE,CMEU,m,XXX,x,BE,o,P3,P2,P3,P4,W,L,L,M0.416,M0.152,M0.295
ARABLE,RGEU,m,XXX,x,RE,o,P3,P2,P1,P4,W,L,L,M0.416,M0.152,M0.322
NON-ARABLE,LPEU,m,XXX,x,IE,o,P4,P2,P1,P1,W,L,L,M0.439,M0.152,M0.332
ARABLE,LVCR,m,XXX,x,LC,o,P3,P2,P1,P5,W,L,L,M0.41,M0.151,M0.318
ARABLE,ANDY,m,XXX,x,TO,o,P3,P2,P1,P4,W,L,L,M0.416,M0.152,M0.347
ARABLE,VRCR,m,XXX,x,VCC,o,P2,P5,P1,P6,W,L,L,M0.561,M0.355,M0.493
ARABLE,CMVR,m,XXX,x,BVC,o,P2,P4,P1,P6,W,L,L,M0.43,M0.19,M0.327
ARABLE,VRPE,m,XXX,x,VPC,o,P1,P5,P1,P6,W,L,L,M0.561,M0.355,M0.493
ARABLE,FLCA,m,XXX,x,JC,o,P1,P4,P1,P7,W,L,L,M0.424,M0.183,M0.34
ARABLE,VRCR,m,XXX,x,VCC,o,P2,P5,P1,P6,W,L,L,M0.521,M0.31,M0.452
ARABLE,CMVR,m,XXX,x,BVC,o,P2,P4,P1,P6,W,L,L,M0.54,M0.338,M0.48
ARABLE,LVVR,m,XXX,x,LVC,o,P2,P2,P1,P7,W,L,L,M0.471,M0.262,M0.404
ARABLE,RGCA,m,XXX,x,RC,o,P3,P4,P2,P7,W,L,L,M0.491,M0.294,M0.412
ARABLE,KSCC,h,XXX,x,KK,o,P2,P4,P2,P6,W,L,L,M0.493,M0.293,M0.413
ARABLE,LVCR,m,XXX,x,LC,o,P2,P2,P1,P6,W,L,L,M0.468,M0.255,M0.4
ARABLE,CMEU,m,XXX,x,BE,o,P3,P2,P2,P6,W,L,L,M0.406,M0.151,M0.292
ARABLE,RGEU,m,XXX,x,RE,o,P3,P2,P2,P7,W,L,L,M0.404,M0.151,M0.291
ARABLE,LPEU,m,XXX,x,IE,o,P4,P2,P1,P5,W,L,L,M0.41,M0.151,M0.313
ARABLE,LVCR,m,XXX,x,LC,o,P3,P2,P1,P6,W,L,L,M0.468,M0.255,M0.4
ARABLE,LVHA,l,XXX,x,LO,o,P3,P2,P1,P8,W,L,L,M0.478,M0.27,M0.418
ARABLE,ACHA,m,XXX,x,AO,o,P3,P2,P1,P6,W,L,L,M0.388,M0.072,M0.214
ARABLE,CMDY,m,XXX,x,BD,o,P3,P2,P2,P6,W,L,L,M0.388,M0.072,M0.192
ARABLE,CMMO,l,XXX,x,BH,o,P3,P2,P2,P6,W,L,L,M0.388,M0.072,M0.219
ARABLE,CMEU,m,XXX,x,BE,o,P3,P2,P2,P5,W,L,L,M0.393,M0.08,M0.196
ARABLE,RGEU,m,XXX,x,RE,o,P3,P2,P2,P5,W,L,L,M0.393,M0.08,M0.196
ARABLE,LPEU,m,XXX,x,IE,o,P4,P2,P1,P4,W,L,L,M0.416,M0.152,M0.315
ARABLE,LVHA,l,XXX,x,LO,o,P3,P2,P1,P5,W,L,L,M0.465,M0.244,M0.392
ARABLE,LVCR,m,XXX,x,LC,o,P3,P2,P1,P5,W,L,L,M0.465,M0.244,M0.392
ARABLE,ACHA,m,XXX,x,AO,o,P3,P2,P1,P5,W,L,L,M0.465,M0.244,M0.392
ARABLE,CMDY,m,XXX,x,BD,o,P3,P2,P2,P4,W,L,L,M0.46,M0.226,M0.366
